Year,movieId
1891,129851
1893,95541
1894,88674
1894,94951
1895,113048
1895,120869
1896,96009
1896,98981
1898,82337
1898,94431
1898,94657
1898,125978
1898,129849
1899,82362
1900,117909
1901,94737
1902,32898
1903,49389
1905,125996
1909,93162
1909,114371
1909,120803
1910,93865
1910,105776
1910,109524
1912,71472
1912,89323
1912,114199
1912,114376
1912,126989
1913,82007
1913,85738
1913,86518
1913,90339
1913,100946
1914,2230
1914,66284
1914,74097
1914,76758
1914,80725
1914,84852
1914,86471
1914,92883
1914,103040
1914,105081
1914,111901
1914,116094
1914,127054
1915,7065
1915,25735
1915,69509
1915,73056
1915,92132
1915,93333
1915,93336
1915,102901
1915,103044
1915,103424
1915,105049
1915,105051
1915,105079
1915,113223
1915,116090
1915,116092
1915,126991
1916,7243
1916,62383
1916,72315
1916,72921
1916,73480
1916,91503
1916,91562
1916,92691
1916,93328
1916,93406
1916,93408
1916,101375
1916,102747
1916,104733
1916,117484
1916,121415
1916,126040
1917,8511
1917,33401
1917,48374
1917,71705
1917,78629
1917,85740
1917,93330
1917,93418
1917,96706
1917,101734
1917,112955
1917,126993
1918,3309
1918,64245
1918,71792
1918,82332
1918,92231
1918,100054
1918,107632
1918,109640
1919,2821
1919,2823
1919,3132
1919,6988
1919,69233
1919,72626
1919,72674
1919,78690
1919,82390
1919,84838
1919,89977
1919,90907
1919,93367
1919,97821
1919,110512
1919,113139
1919,117905
1920,3231
1920,6987
1920,7077
1920,25736
1920,25737
1920,25738
1920,53853
1920,57482
1920,59945
1920,60145
1920,65263
1920,68214
1920,76149
1920,82848
1920,82850
1920,82976
1920,82978
1920,84836
1920,126997
1921,3310
1921,6499
1921,25739
1921,25741
1921,25742
1921,25743
1921,43822
1921,45707
1921,47131
1921,47501
1921,59954
1921,63007
1921,65267
1921,70155
1921,78057
1921,79278
1921,80144
1921,81435
1921,83096
1921,83318
1921,83322
1921,83359
1921,94941
1921,111885
1921,112056
1921,112957
1921,128924
1922,1348
1922,3195
1922,4768
1922,7288
1922,8038
1922,25744
1922,25745
1922,44587
1922,46199
1922,56626
1922,65227
1922,72344
1922,83361
1922,83411
1922,83763
1922,83765
1922,83835
1922,83837
1922,83962
1922,86664
1922,88278
1922,110048
1922,110409
1922,120208
1922,128681
1923,3140
1923,3641
1923,8235
1923,8609
1923,25746
1923,25747
1923,47129
1923,71187
1923,77433
1923,78376
1923,84230
1923,84232
1923,88591
1923,90306
1923,114587
1923,117482
1923,122397
1924,4405
1924,7074
1924,7302
1924,25748
1924,25749
1924,25750
1924,25753
1924,45192
1924,45194
1924,47135
1924,49668
1924,57480
1924,71999
1924,72001
1924,72363
1924,72854
1924,74164
1924,81432
1924,84176
1924,89083
1924,92658
1924,95007
1924,97319
1924,106188
1924,106466
1924,107194
1924,112471
1924,116439
1924,124490
1924,126959
1925,2229
1925,2777
1925,3133
1925,3232
1925,3629
1925,3742
1925,4277
1925,6986
1925,25751
1925,25752
1925,25755
1925,42629
1925,60227
1925,63692
1925,68173
1925,68899
1925,73125
1925,73137
1925,73158
1925,78093
1925,79287
1925,85205
1925,87745
1925,88638
1925,93263
1925,96962
1925,98213
1925,98751
1925,111347
1925,116557
1925,120787
1925,122373
1926,957
1926,2957
1926,3012
1926,3022
1926,3492
1926,3517
1926,4404
1926,7309
1926,40033
1926,44931
1926,57484
1926,60225
1926,60353
1926,63134
1926,63280
1926,64923
1926,68216
1926,71978
1926,76089
1926,80827
1926,81733
1926,87378
1926,87763
1926,88595
1926,91494
1926,91854
1926,98171
1926,98398
1926,104480
1926,109481
1926,114172
1926,114595
1926,115620
1926,116471
1926,117618
1926,119766
1926,120761
1926,121618
1926,122950
1926,126957
1927,1925
1927,2010
1927,2224
1927,2226
1927,2227
1927,3023
1927,7253
1927,7914
1927,8125
1927,8275
1927,8423
1927,8480
1927,25757
1927,25760
1927,25762
1927,32060
1927,58649
1927,60231
1927,63688
1927,64897
1927,69771
1927,71685
1927,79872
1927,79874
1927,80799
1927,82306
1927,83662
1927,85387
1927,87266
1927,87290
1927,97026
1928,2102
1928,2222
1928,2223
1928,2225
1928,3306
1928,6985
1928,25759
1928,25764
1928,25765
1928,25766
1928,25767
1928,25768
1928,25769
1928,32551
1928,43699
1928,48851
1928,51894
1928,57478
1928,58061
1928,58081
1928,60223
1928,68254
1928,68974
1928,71695
1928,71743
1928,72283
1928,72290
1928,72651
1928,72897
1928,78224
1928,78715
1928,79327
1928,82017
1928,83833
1928,85618
1928,86858
1928,87919
1928,87954
1928,92410
1928,96421
1928,109006
1928,110227
1928,112950
1928,113020
1928,113947
1928,118352
1928,121875
1928,123139
1929,1926
1929,2220
1929,2221
1929,6433
1929,25763
1929,25770
1929,25771
1929,32811
1929,33312
1929,42886
1929,46525
1929,48299
1929,59846
1929,60896
1929,66662
1929,70833
1929,71216
1929,73967
1929,75831
1929,78713
1929,79955
1929,81656
1929,83308
1929,83376
1929,85576
1929,86173
1929,87415
1929,87773
1929,87798
1929,88352
1929,88993
1929,92925
1929,94790
1929,95563
1929,95581
1929,97061
1929,101450
1929,107890
1929,108799
1929,109062
1929,110056
1929,116517
1929,116543
1929,119946
1929,121889
1929,122155
1929,123115
1929,124765
1929,126074
1929,126102
1930,1927
1930,2217
1930,2218
1930,2219
1930,3151
1930,3297
1930,4970
1930,6443
1930,7706
1930,8424
1930,8518
1930,25774
1930,31042
1930,31854
1930,33245
1930,43383
1930,49371
1930,50619
1930,54239
1930,58120
1930,58130
1930,60229
1930,65762
1930,67925
1930,71980
1930,72844
1930,78416
1930,79285
1930,80746
1930,81123
1930,81952
1930,82045
1930,82055
1930,84125
1930,85203
1930,87260
1930,87595
1930,87662
1930,87966
1930,88857
1930,96954
1930,100538
1930,101400
1930,108046
1930,108871
1930,108951
1930,110609
1930,110761
1930,111100
1930,111368
1930,113083
1930,114188
1930,116167
1930,116863
1930,118774
1930,121931
1930,122058
1930,125623
1930,125956
1931,1260
1931,1928
1931,2215
1931,2216
1931,2644
1931,2648
1931,3307
1931,5560
1931,5599
1931,7056
1931,7221
1931,8228
1931,8302
1931,8521
1931,25773
1931,25775
1931,25777
1931,25778
1931,31353
1931,32280
1931,32345
1931,32799
1931,33251
1931,45170
1931,46325
1931,49746
1931,58180
1931,58740
1931,66857
1931,67702
1931,69299
1931,69744
1931,71189
1931,72683
1931,72876
1931,76714
1931,78170
1931,79339
1931,79711
1931,80224
1931,82051
1931,84512
1931,84641
1931,84686
1931,85861
1931,86418
1931,86929
1931,87913
1931,89829
1931,89833
1931,90878
1931,91181
1931,92245
1931,94425
1931,94433
1931,102138
1931,102509
1931,108674
1931,108936
1931,113743
1931,114898
1931,115254
1931,116473
1931,117111
1931,117903
1931,118858
1931,121873
1931,126034
1931,126092
1932,976
1932,1929
1932,2214
1932,2633
1932,2904
1932,3739
1932,7091
1932,7881
1932,8044
1932,8295
1932,8507
1932,8615
1932,25782
1932,25783
1932,25786
1932,25787
1932,25788
1932,25789
1932,25792
1932,25793
1932,25794
1932,25798
1932,31991
1932,39777
1932,46318
1932,47719
1932,47927
1932,49379
1932,49752
1932,50349
1932,53038
1932,55628
1932,59159
1932,59680
1932,64275
1932,64784
1932,65204
1932,65930
1932,66977
1932,67140
1932,67464
1932,70797
1932,70819
1932,71278
1932,73630
1932,76720
1932,79337
1932,82182
1932,85374
1932,85440
1932,86510
1932,86789
1932,86896
1932,88419
1932,88511
1932,88513
1932,88975
1932,89329
1932,89351
1932,89670
1932,89747
1932,89794
1932,91073
1932,91709
1932,91718
1932,91799
1932,92188
1932,92522
1932,92676
1932,98304
1932,99919
1932,100559
1932,102109
1932,105017
1932,108158
1932,108370
1932,108888
1932,110034
1932,110633
1932,112458
1932,113955
1932,115386
1932,116211
1932,116429
1932,116879
1932,116881
1932,116885
1932,117736
1932,117752
1932,121318
1932,121592
1932,121993
1932,122944
1932,124693
1932,124775
1932,125405
1933,894
1933,1256
1933,1930
1933,2213
1933,2366
1933,3139
1933,3932
1933,4921
1933,7049
1933,7080
1933,7081
1933,7850
1933,8206
1933,8256
1933,8601
1933,8670
1933,25785
1933,25795
1933,25796
1933,25797
1933,25800
1933,25801
1933,25802
1933,25803
1933,25804
1933,31351
1933,31851
1933,34469
1933,36902
1933,43482
1933,45335
1933,46880
1933,47146
1933,48301
1933,52326
1933,54406
1933,55106
1933,58564
1933,59865
1933,64895
1933,65027
1933,66622
1933,68474
1933,68524
1933,68576
1933,69005
1933,70543
1933,71102
1933,72302
1933,79335
1933,80102
1933,80421
1933,80748
1933,81396
1933,81443
1933,86655
1933,87053
1933,87085
1933,87227
1933,87558
1933,87562
1933,87700
1933,87702
1933,89014
1933,89248
1933,89763
1933,92027
1933,92389
1933,93322
1933,93437
1933,94957
1933,96710
1933,97117
1933,99717
1933,100536
1933,100591
1933,103006
1933,108360
1933,109179
1933,110916
1933,113246
1933,113953
1933,115801
1933,117738
1933,119625
1933,120588
1933,121063
1933,121594
1933,121598
1933,121929
1933,122151
1933,123016
1933,123419
1933,124470
1933,125079
1933,125095
1933,125642
1933,126032
1934,905
1934,907
1934,950
1934,959
1934,1160
1934,2212
1934,3086
1934,4278
1934,4330
1934,5097
1934,6453
1934,25805
1934,25806
1934,25807
1934,25808
1934,25809
1934,25810
1934,25811
1934,25812
1934,30996
1934,32160
1934,33524
1934,34371
1934,36576
1934,37626
1934,39075
1934,39779
1934,40828
1934,46869
1934,48649
1934,48715
1934,52352
1934,57468
1934,57854
1934,59861
1934,65091
1934,65984
1934,67603
1934,69217
1934,69755
1934,70121
1934,70490
1934,70511
1934,70513
1934,70531
1934,71697
1934,71717
1934,72643
1934,73198
1934,73200
1934,77451
1934,79363
1934,79528
1934,79855
1934,85175
1934,86651
1934,86675
1934,86773
1934,87808
1934,88752
1934,89349
1934,89800
1934,90380
1934,91218
1934,91511
1934,92874
1934,95767
1934,96739
1934,96870
1934,96973
1934,97068
1934,97250
1934,98027
1934,98162
1934,98286
1934,98458
1934,99270
1934,101485
1934,102399
1934,103536
1934,103576
1934,105077
1934,107782
1934,108003
1934,108218
1934,108934
1934,110921
1934,112538
1934,113132
1934,115388
1934,116185
1934,116732
1934,118448
1934,120214
1934,121053
1934,121600
1934,122321
1934,123911
1934,124607
1934,125864
1934,130394
1935,945
1935,965
1935,1158
1935,1159
1935,1340
1935,1931
1935,6020
1935,6984
1935,7053
1935,7057
1935,7092
1935,7132
1935,8167
1935,8572
1935,25814
1935,25816
1935,25818
1935,25819
1935,25820
1935,25822
1935,31297
1935,32347
1935,32483
1935,33852
1935,33958
1935,42312
1935,42543
1935,44752
1935,46748
1935,47007
1935,47484
1935,48030
1935,48536
1935,51287
1935,52913
1935,53561
1935,54241
1935,55888
1935,56067
1935,59858
1935,63283
1935,67675
1935,67888
1935,68177
1935,68329
1935,68653
1935,69485
1935,69768
1935,70148
1935,70181
1935,71143
1935,71634
1935,72117
1935,72585
1935,73447
1935,74109
1935,74144
1935,74161
1935,74263
1935,74799
1935,77917
1935,80639
1935,80899
1935,81107
1935,82311
1935,86860
1935,86990
1935,87262
1935,87383
1935,90114
1935,90819
1935,90960
1935,91286
1935,95234
1935,95290
1935,96052
1935,97246
1935,99085
1935,102093
1935,103435
1935,103851
1935,104280
1935,106026
1935,106994
1935,107972
1935,107974
1935,110845
1935,111999
1935,112854
1935,113451
1935,113709
1935,115335
1935,116177
1935,116179
1935,120096
1935,120414
1935,123333
1935,123407
1935,123824
1935,124943
1935,125882
1935,125884
1935,125886
1935,125888
1935,125894
1935,125898
1935,126436
1936,947
1936,961
1936,977
1936,1932
1936,2210
1936,2211
1936,3382
1936,3462
1936,4431
1936,4999
1936,5098
1936,5166
1936,7050
1936,7052
1936,7055
1936,7128
1936,7834
1936,8220
1936,8262
1936,8450
1936,9006
1936,25824
1936,25825
1936,25826
1936,25827
1936,25828
1936,25829
1936,25830
1936,25831
1936,25832
1936,25833
1936,30776
1936,32361
1936,33237
1936,33863
1936,35008
1936,38713
1936,42984
1936,47606
1936,48957
1936,49571
1936,51060
1936,51686
1936,57868
1936,59157
1936,59178
1936,60150
1936,63989
1936,65293
1936,65350
1936,66861
1936,67869
1936,70492
1936,70795
1936,70871
1936,73152
1936,73188
1936,73494
1936,73778
1936,76279
1936,77778
1936,78245
1936,80313
1936,80432
1936,81200
1936,81366
1936,81768
1936,82564
1936,82567
1936,83918
1936,84158
1936,84669
1936,86316
1936,88518
1936,89676
1936,90106
1936,91253
1936,91268
1936,91515
1936,92380
1936,99089
1936,99273
1936,101398
1936,104969
1936,108564
1936,110629
1936,111349
1936,111649
1936,112784
1936,113559
1936,114809
1936,114861
1936,115247
1936,115836
1936,116181
1936,116203
1936,116209
1936,116457
1936,116525
1936,116647
1936,119208
1936,125934
1936,126219
1936,126235
1936,126239
1936,126243
1936,127015
1937,594
1937,944
1937,975
1937,1066
1937,1067
1937,1933
1937,2209
1937,3134
1937,3217
1937,3383
1937,3447
1937,4800
1937,5099
1937,6035
1937,6167
1937,6254
1937,6397
1937,6515
1937,6749
1937,8335
1937,8542
1937,8716
1937,25834
1937,25835
1937,25837
1937,25839
1937,25840
1937,25841
1937,25842
1937,32349
1937,35640
1937,36553
1937,37058
1937,46258
1937,47239
1937,47626
1937,47723
1937,60343
1937,66981
1937,71413
1937,72212
1937,73790
1937,74382
1937,77493
1937,78673
1937,79832
1937,80285
1937,80797
1937,81583
1937,81857
1937,84122
1937,84555
1937,84689
1937,85389
1937,86620
1937,86648
1937,87033
1937,88071
1937,88284
1937,89016
1937,89732
1937,91727
1937,91871
1937,92382
1937,93547
1937,95288
1937,95832
1937,96717
1937,96813
1937,98284
1937,98306
1937,108499
1937,108531
1937,110399
1937,110497
1937,110850
1937,112214
1937,112307
1937,112982
1937,113983
1937,114807
1937,114859
1937,115343
1937,116175
1937,116183
1937,116189
1937,116195
1937,116197
1937,116405
1937,116511
1937,121055
1937,123221
1937,123316
1937,123579
1937,123773
1937,124013
1937,124450
1937,125267
1937,126247
1937,126249
1937,126283
1937,126286
1937,126290
1937,126296
1938,940
1938,955
1938,974
1938,1099
1938,1934
1938,2208
1938,7078
1938,7086
1938,7222
1938,7756
1938,8384
1938,8600
1938,8786
1938,8881
1938,25843
1938,25846
1938,25850
1938,25851
1938,31260
1938,31797
1938,33567
1938,34002
1938,41499
1938,45134
1938,45952
1938,47665
1938,47740
1938,48458
1938,48700
1938,49079
1938,49355
1938,62974
1938,64410
1938,64517
1938,69042
1938,70804
1938,70806
1938,71719
1938,72885
1938,73774
1938,74310
1938,78765
1938,79124
1938,79127
1938,80311
1938,80954
1938,82536
1938,82584
1938,82911
1938,83056
1938,83437
1938,84293
1938,85378
1938,87179
1938,87507
1938,87566
1938,88177
1938,88833
1938,88971
1938,88973
1938,89979
1938,90533
1938,91713
1938,92064
1938,95830
1938,96872
1938,98441
1938,98611
1938,98803
1938,100240
1938,103266
1938,104563
1938,108007
1938,109381
1938,110032
1938,112023
1938,112548
1938,113128
1938,113757
1938,113895
1938,115258
1938,116173
1938,116718
1938,119196
1938,119316
1938,121632
1938,121693
1938,122197
1938,122302
1938,122693
1938,123337
1938,123401
1938,124657
1938,126305
1938,126309
1939,917
1939,919
1939,920
1939,927
1939,936
1939,954
1939,962
1939,2207
1939,2649
1939,2847
1939,2899
1939,4178
1939,6412
1939,6513
1939,6783
1939,6837
1939,7061
1939,7072
1939,7079
1939,7311
1939,7406
1939,7578
1939,7831
1939,7840
1939,8227
1939,8401
1939,8404
1939,8486
1939,25854
1939,25855
1939,25856
1939,25858
1939,31528
1939,31934
1939,33255
1939,33267
1939,33480
1939,34018
1939,36883
1939,37113
1939,37744
1939,46803
1939,47054
1939,47956
1939,48057
1939,49412
1939,50585
1939,53582
1939,53919
1939,57473
1939,59180
1939,62925
1939,73204
1939,75443
1939,76722
1939,78073
1939,79977
1939,83577
1939,84643
1939,86368
1939,88493
1939,88766
1939,90112
1939,91137
1939,92843
1939,93295
1939,93775
1939,96545
1939,97460
1939,97940
1939,98788
1939,99276
1939,102664
1939,103823
1939,104233
1939,104249
1939,104335
1939,110854
1939,115251
1939,115256
1939,115337
1939,116201
1939,117750
1939,121797
1939,122216
1939,122250
1939,122683
1939,124358
1939,125399
1939,126322
1939,126325
1939,127017
1939,128277
1940,596
1940,898
1940,928
1940,929
1940,941
1940,951
1940,1281
1940,1282
1940,2637
1940,3058
1940,3059
1940,3095
1940,3097
1940,3122
1940,3170
1940,3644
1940,3870
1940,3929
1940,5228
1940,5232
1940,5583
1940,5974
1940,7219
1940,7579
1940,7751
1940,8232
1940,8481
1940,8522
1940,8677
1940,8712
1940,8877
1940,9008
1940,25852
1940,25859
1940,25860
1940,25861
1940,25864
1940,25865
1940,25866
1940,31337
1940,31347
1940,32844
1940,33555
1940,34039
1940,35331
1940,35853
1940,37211
1940,37375
1940,38164
1940,41812
1940,43883
1940,44392
1940,47342
1940,47736
1940,48084
1940,48123
1940,48555
1940,48642
1940,49082
1940,51638
1940,53443
1940,53554
1940,59154
1940,59465
1940,67704
1940,71104
1940,72336
1940,74099
1940,74137
1940,75397
1940,78366
1940,78418
1940,79653
1940,79771
1940,80107
1940,80267
1940,80903
1940,81585
1940,81610
1940,82982
1940,83969
1940,84178
1940,84639
1940,85792
1940,87564
1940,88173
1940,89268
1940,89532
1940,91179
1940,92646
1940,95652
1940,97646
1940,98007
1940,99517
1940,107022
1940,109235
1940,109704
1940,112021
1940,112693
1940,112942
1940,114217
1940,114398
1940,115249
1940,115333
1940,115598
1940,115789
1940,115834
1940,116568
1940,116933
1940,117113
1940,117186
1940,117188
1940,117198
1940,117708
1940,118606
1940,121057
1940,121376
1941,913
1941,923
1941,956
1941,973
1941,1029
1941,1935
1941,2205
1941,2206
1941,2654
1941,2935
1941,2936
1941,3818
1941,4801
1941,5234
1941,6859
1941,6912
1941,7208
1941,7216
1941,7638
1941,7833
1941,7839
1941,25868
1941,25869
1941,25870
1941,25871
1941,25872
1941,25874
1941,25875
1941,25879
1941,30863
1941,31116
1941,31487
1941,31847
1941,32777
1941,32882
1941,33001
1941,39876
1941,41831
1941,42681
1941,42952
1941,47397
1941,49291
1941,49985
1941,52173
1941,52690
1941,55671
1941,56313
1941,56350
1941,57960
1941,58509
1941,59182
1941,61414
1941,69039
1941,69926
1941,71416
1941,71738
1941,73154
1941,73981
1941,77212
1941,77481
1941,77496
1941,77550
1941,79035
1941,79580
1941,80283
1941,80424
1941,80472
1941,82469
1941,82531
1941,82715
1941,83916
1941,84667
1941,84691
1941,85143
1941,87516
1941,87917
1941,88175
1941,88491
1941,89941
1941,91729
1941,91919
1941,92520
1941,93002
1941,93520
1941,94788
1941,96759
1941,96983
1941,97878
1941,98613
1941,99246
1941,102047
1941,104815
1941,105796
1941,108773
1941,112395
1941,115078
1941,115339
1941,116187
1941,116698
1941,122954
1941,123024
1941,124213
1941,124627
1941,125091
1941,128247
1941,128634
1941,129555
1942,912
1942,946
1942,1936
1942,2018
1942,2204
1942,2638
1942,2650
1942,2937
1942,3061
1942,3376
1942,3628
1942,3642
1942,4920
1942,5177
1942,5231
1942,5644
1942,6228
1942,6743
1942,6856
1942,6923
1942,7583
1942,7584
1942,7713
1942,8331
1942,8336
1942,8381
1942,8422
1942,8465
1942,8586
1942,8692
1942,8694
1942,8719
1942,8765
1942,8773
1942,25878
1942,25881
1942,25884
1942,25886
1942,25887
1942,31340
1942,31349
1942,31645
1942,36426
1942,45179
1942,57709
1942,57991
1942,58274
1942,59184
1942,60311
1942,64921
1942,68921
1942,69354
1942,69753
1942,71525
1942,72340
1942,72934
1942,77189
1942,78071
1942,78463
1942,78739
1942,79109
1942,79397
1942,79681
1942,80400
1942,81371
1942,81568
1942,83446
1942,83927
1942,84963
1942,85889
1942,86689
1942,86856
1942,86931
1942,88213
1942,88894
1942,89398
1942,91362
1942,93522
1942,94155
1942,94289
